Description;Channel;SecondDescription;"Start time";"AMR";"AMR_perc";"RCH";"RCH_perc";"SHR_perc"
"PROMO";"BBC Brit [BBC Entertainment]";" ";"02:51:33";0;0,000 %;0;0,000 %;0,000 %
"HOMO NARRANS /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"02:51:35";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Lifestyle";" ";"02:52:11";5 701;0,016 %;5 701;0,016 %;0,445 %
"MEZCZYZNA IDEALNY /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"02:52:19";0;0,000 %;0;0,000 %;0,000 %
"DIY SOS";"BBC Lifestyle";" ";"02:52:36";3 012;0,008 %;5 701;0,016 %;0,260 %
"PROMO";"BBC CBeebies";" ";"02:52:48";0;0,000 %;0;0,000 %;0,000 %
"SAFE HOUSE /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"02:52:59";0;0,000 %;0;0,000 %;0,000 %
"KONKURS";"Ale Kino+ [Ale Kino]";" ";"02:53:38";0;0,000 %;0;0,000 %;0,000 %
"UWIEDZENIE JOE TYNANA /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"02:53:48";0;0,000 %;0;0,000 %;0,000 %
"OMAR /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"02:54:27";0;0,000 %;0;0,000 %;0,000 %
"SARAH & DUCK";"BBC CBeebies";" ";"02:54:46";0;0,000 %;0;0,000 %;0,000 %
"SWIATLO W SIERPNIU /FILM KROTK.POL./";"Ale Kino+ [Ale Kino]";" ";"02:55:04";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"02:55:45";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"02:56:23";0;0,000 %;0;0,000 %;0,000 %
"DEADLY POLE TO POLE";"BBC Earth [BBC Knowledge]";" ";"02:57:23";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"02:57:43";5 216;0,015 %;11 570;0,032 %;0,407 %
"BEZ PARDONU /SER.KRYM.USA/";"CBS Action [Zone Romantica]";"THE DISTRICT";"02:58:00";2 559;0,007 %;4 305;0,012 %;0,225 %
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"02:58:37";3 747;0,010 %;5 005;0,014 %;0,295 %
"INSIDE MOVIES /MAG.FILM.USA/";"13 Ulica [13th Street Universal]";"INSIDE MOVIES";"02:58:53";10 008;0,028 %;11 570;0,032 %;0,790 %
"PROMO";"AXN White [AXN Crime]";" ";"02:59:01";0;0,000 %;0;0,000 %;0,000 %
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"02:59:37";9 779;0,027 %;9 779;0,027 %;0,767 %
"LAPU CAPU EXTRA /PROGR.ROZR.POL./";"Canal+ Seriale [Canal+ Film 2]";" ";"02:59:57";0;0,000 %;0;0,000 %;0,000 %
"WZOR /SER.SENS.USA/";"AXN White [AXN Crime]";"NUMB3RS 208 - IN PLAIN SIGHT";"03:00:16";0;0,000 %;0;0,000 %;0,000 %
"AWANTURA O KASE /TELETURNIEJ/";"ATM Rozrywka";" ";"03:00:17";10 270;0,029 %;20 484;0,057 %;0,945 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"03:00:27";0;0,000 %;0;0,000 %;0,000 %
"PRZEKLECI /PROG.DOK.USA/";"CI Polsat [Polsat Crime & Investigation Network]";"CURSED S1 EP.2";"03:00:28";0;0,000 %;0;0,000 %;0,000 %
